angle,distance,type
-20.344027730694314,0.9937326676935235,0
-20.344027730694314,0.9937326676935235,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-20.5829144100656,0.9930960910441672,0
-19.3921105549041,1.9964959875049135,0
-19.3921105549041,1.9964959875049135,0
-19.3921105549041,1.9964959875049135,0
-19.3921105549041,1.9964959875049135,0
-19.3921105549041,1.9964959875049135,0
